id,nombre_contenedor,tipo,estado,descripcionC,created_at,updated_at,empresa_id,generador_id,telemetria_id,set_point,latitud,longitud,ultima_fecha,temp_supply_1,temp_supply_2,return_air,evaporation_coil,condensation_coil,compress_coil_1,compress_coil_2,ambient_air,cargo_1_temp,cargo_2_temp,cargo_3_temp,cargo_4_temp,relative_humidity,avl,suction_pressure,discharge_pressure,line_voltage,line_frequency,consumption_ph_1,consumption_ph_2,consumption_ph_3,co2_reading,o2_reading,evaporator_speed,condenser_speed,battery_voltage,power_kwh,power_trip_reading,power_trip_duration,suction_temp,discharge_temp,supply_air_temp,return_air_temp,dl_battery_temp,dl_battery_charge,power_consumption,power_consumption_avg,alarm_present,capacity_load,power_state,controlling_mode,humidity_control,humidity_set_point,fresh_air_ex_mode,fresh_air_ex_rate,fresh_air_ex_delay,set_point_o2,set_point_co2,defrost_term_temp,defrost_interval,water_cooled_conde,usda_trip,evaporator_exp_valve,suction_mod_valve,hot_gas_valve,economizer_valve,ethylene,stateProcess,stateInyection,timerOfProcess,modelo,alarm_number,NA,ripener_prueba,defrost_prueba,sp_ethyleno,extra_1,extra_2
87,ZGRU980390-0,Madurador,0,"Sin Informacion","2023-04-17 14:51:14","2023-04-17 16:04:27",16,1,135,20,-11.5495,-77.275,"2023-05-13 12:55:07",22.4,22.4,22.7,0,0,0,0,0,0,0,0,0,97,0,0,0,0,0,0,0,0,25.4,20.6,0,0,0,0,0,0,0,0,22.4,22.4,0,0,0,0,0,0,0,Optimized,1,65,0,0,0,0,0,18,1,0,0,0,0,0,0,0,Reset,"Not Injecting",24,Thermoking,NULL,NA,2,2,0,0,0
88,ZGRU980364-4,Madurador,0,"Sin Informacion","2023-04-17 14:51:51","2023-04-17 16:01:09",16,1,136,20,-11.5495,-77.275,"2023-05-13 12:54:12",22.6,22.6,22.8,0,0,0,0,0,0,0,0,0,84,0,0,0,0,0,0,0,0,25.4,76.8,0,0,0,0,0,0,0,0,22.6,22.6,0,0,0,0,0,0,0,Optimized,1,95,0,0,0,0,0,18,1,0,0,0,0,0,0,0,Reset,"Not Injecting",24,Thermoking,NULL,NA,2,2,0,0,0
89,ZGRU980324-3,Madurador,0,"Sin Informacion","2023-04-17 14:54:04","2023-04-17 15:54:20",16,1,131,4,21.8543,-100.894,"2023-05-13 12:52:24",4,4,4,0,0,0,0,0,0,0,0,0,4,4,0,0,0,0,0,0,0,4,4,0,0,0,0,0,0,0,0,4,4,0,0,0,0,0,0,0,Optimized,1,4,0,0,0,4,4,18,1,0,0,0,0,0,0,4,Run,Injecting,12,Thermoking,NULL,NA,2,2,0,0,0
90,ZGRU980409-1,Madurador,0,"Sin Informacion","2023-04-17 14:56:35","2023-04-17 15:59:18",16,1,139,12,-11.5495,-77.275,"2023-05-09 18:42:26",19,19,19.2,0,0,0,0,0,0,0,0,0,97,0,0,0,0,0,0,0,0,25.4,0,0,0,0,0,0,0,0,0,19,19,0,0,0,0,0,0,0,Optimized,1,65,0,0,0,0,1,18,1,0,0,0,0,0,0,0,Pause,"Not Injecting",24,Thermoking,NULL,NA,2,2,0,0,0
91,ZGRU980324-3,Madurador,0,"Sin Informacion","2023-04-17 14:56:36","2023-04-17 15:56:32",16,1,131,4,21.8543,-100.894,"2023-05-13 12:52:24",4,4,4,0,0,0,0,0,0,0,0,0,4,4,0,0,0,0,0,0,0,4,4,0,0,0,0,0,0,0,0,4,4,0,0,0,0,0,0,0,Optimized,1,4,0,0,0,4,4,18,1,0,0,0,0,0,0,4,Run,Injecting,12,Thermoking,NULL,NA,2,2,0,0,0
92,ZGRU980324-3,Madurador,0,"Sin Informacion","2023-04-17 14:59:06","2023-04-17 15:54:01",16,1,131,4,21.8543,-100.894,"2023-05-13 12:52:24",4,4,4,0,0,0,0,0,0,0,0,0,4,4,0,0,0,0,0,0,0,4,4,0,0,0,0,0,0,0,0,4,4,0,0,0,0,0,0,0,Optimized,1,4,0,0,0,4,4,18,1,0,0,0,0,0,0,4,Run,Injecting,12,Thermoking,NULL,NA,2,2,0,0,0
93,ZGRU481346-8,Madurador,0,"Sin Informacion","2023-04-17 14:59:53","2023-04-17 16:05:57",16,1,134,20,-11.5495,-77.275,"2023-05-13 12:53:59",22.9,22.9,23.4,0,0,0,0,0,0,0,0,0,84,0,0,0,0,0,0,0,0,25.3,0,0,0,0,0,0,0,0,0,22.9,22.9,0,0,0,0,0,0,0,Optimized,1,95,0,0,0,0,2,18,1,0,0,0,0,0,0,0,Run,Injecting,0,Thermoking,NULL,NA,2,2,0,0,0
94,ZGRU980324-3,Madurador,0,"Sin Informacion","2023-04-17 15:00:22","2023-04-17 15:53:54",16,1,131,4,21.8543,-100.894,"2023-05-13 12:52:24",4,4,4,0,0,0,0,0,0,0,0,0,4,4,0,0,0,0,0,0,0,4,4,0,0,0,0,0,0,0,0,4,4,0,0,0,0,0,0,0,Optimized,1,4,0,0,0,4,4,18,1,0,0,0,0,0,0,4,Run,Injecting,12,Thermoking,NULL,NA,2,2,0,0,0
95,ZGRU980390-0,Madurador,0,"Sin Informacion","2023-04-17 15:01:37","2023-04-17 16:04:21",16,1,135,20,-11.5495,-77.275,"2023-05-13 12:55:07",22.4,22.4,22.7,0,0,0,0,0,0,0,0,0,97,0,0,0,0,0,0,0,0,25.4,20.6,0,0,0,0,0,0,0,0,22.4,22.4,0,0,0,0,0,0,0,Optimized,1,65,0,0,0,0,0,18,1,0,0,0,0,0,0,0,Reset,"Not Injecting",24,Thermoking,NULL,NA,2,2,0,0,0
96,ZGRU980364-4,Madurador,0,"Sin Informacion","2023-04-17 15:02:04","2023-04-17 16:01:04",16,1,136,20,-11.5495,-77.275,"2023-05-13 12:54:12",22.6,22.6,22.8,0,0,0,0,0,0,0,0,0,84,0,0,0,0,0,0,0,0,25.4,76.8,0,0,0,0,0,0,0,0,22.6,22.6,0,0,0,0,0,0,0,Optimized,1,95,0,0,0,0,0,18,1,0,0,0,0,0,0,0,Reset,"Not Injecting",24,Thermoking,NULL,NA,2,2,0,0,0
97,ZGRU980409-1,Madurador,0,"Sin Informacion","2023-04-17 15:06:58","2023-04-17 15:59:13",16,1,139,12,-11.5495,-77.275,"2023-05-09 18:42:26",19,19,19.2,0,0,0,0,0,0,0,0,0,97,0,0,0,0,0,0,0,0,25.4,0,0,0,0,0,0,0,0,0,19,19,0,0,0,0,0,0,0,Optimized,1,65,0,0,0,0,1,18,1,0,0,0,0,0,0,0,Pause,"Not Injecting",24,Thermoking,NULL,NA,2,2,0,0,0
98,ZGRU980324-3,Madurador,0,"Sin Informacion","2023-04-17 15:07:55","2023-04-17 15:56:26",16,1,131,4,21.8543,-100.894,"2023-05-13 12:52:24",4,4,4,0,0,0,0,0,0,0,0,0,4,4,0,0,0,0,0,0,0,4,4,0,0,0,0,0,0,0,0,4,4,0,0,0,0,0,0,0,Optimized,1,4,0,0,0,4,4,18,1,0,0,0,0,0,0,4,Run,Injecting,12,Thermoking,NULL,NA,2,2,0,0,0
99,ZGRU481346-8,Madurador,0,"Sin Informacion","2023-04-17 15:09:59","2023-04-17 16:05:51",16,1,134,20,-11.5495,-77.275,"2023-05-13 12:53:59",22.9,22.9,23.4,0,0,0,0,0,0,0,0,0,84,0,0,0,0,0,0,0,0,25.3,0,0,0,0,0,0,0,0,0,22.9,22.9,0,0,0,0,0,0,0,Optimized,1,95,0,0,0,0,2,18,1,0,0,0,0,0,0,0,Run,Injecting,0,Thermoking,NULL,NA,2,2,0,0,0
100,ZGRU980324-3,Madurador,0,"Sin Informacion","2023-04-17 15:10:28","2023-04-17 15:56:15",16,1,131,4,21.8543,-100.894,"2023-05-13 12:52:24",4,4,4,0,0,0,0,0,0,0,0,0,4,4,0,0,0,0,0,0,0,4,4,0,0,0,0,0,0,0,0,4,4,0,0,0,0,0,0,0,Optimized,1,4,0,0,0,4,4,18,1,0,0,0,0,0,0,4,Run,Injecting,12,Thermoking,NULL,NA,2,2,0,0,0
101,ZGRU980390-0,Madurador,0,"Sin Informacion","2023-04-17 15:11:56","2023-04-17 16:04:12",16,1,135,20,-11.5495,-77.275,"2023-05-13 12:55:07",22.4,22.4,22.7,0,0,0,0,0,0,0,0,0,97,0,0,0,0,0,0,0,0,25.4,20.6,0,0,0,0,0,0,0,0,22.4,22.4,0,0,0,0,0,0,0,Optimized,1,65,0,0,0,0,0,18,1,0,0,0,0,0,0,0,Reset,"Not Injecting",24,Thermoking,NULL,NA,2,2,0,0,0
102,ZGRU980364-4,Madurador,0,"Sin Informacion","2023-04-17 15:12:23","2023-04-17 16:00:59",16,1,136,20,-11.5495,-77.275,"2023-05-13 12:54:12",22.6,22.6,22.8,0,0,0,0,0,0,0,0,0,84,0,0,0,0,0,0,0,0,25.4,76.8,0,0,0,0,0,0,0,0,22.6,22.6,0,0,0,0,0,0,0,Optimized,1,95,0,0,0,0,0,18,1,0,0,0,0,0,0,0,Reset,"Not Injecting",24,Thermoking,NULL,NA,2,2,0,0,0
103,ZGRU980409-1,Madurador,0,"Sin Informacion","2023-04-17 15:17:13","2023-04-17 15:59:08",16,1,139,12,-11.5495,-77.275,"2023-05-09 18:42:26",19,19,19.2,0,0,0,0,0,0,0,0,0,97,0,0,0,0,0,0,0,0,25.4,0,0,0,0,0,0,0,0,0,19,19,0,0,0,0,0,0,0,Optimized,1,65,0,0,0,0,1,18,1,0,0,0,0,0,0,0,Pause,"Not Injecting",24,Thermoking,NULL,NA,2,2,0,0,0
104,ZGRU980324-3,Madurador,0,"Sin Informacion","2023-04-17 15:19:33","2023-04-17 15:55:33",16,1,131,4,21.8543,-100.894,"2023-05-13 12:52:24",4,4,4,0,0,0,0,0,0,0,0,0,4,4,0,0,0,0,0,0,0,4,4,0,0,0,0,0,0,0,0,4,4,0,0,0,0,0,0,0,Optimized,1,4,0,0,0,4,4,18,1,0,0,0,0,0,0,4,Run,Injecting,12,Thermoking,NULL,NA,2,2,0,0,0
105,ZGRU481346-8,Madurador,0,"Sin Informacion","2023-04-17 15:20:20","2023-04-17 16:05:44",16,1,134,20,-11.5495,-77.275,"2023-05-13 12:53:59",22.9,22.9,23.4,0,0,0,0,0,0,0,0,0,84,0,0,0,0,0,0,0,0,25.3,0,0,0,0,0,0,0,0,0,22.9,22.9,0,0,0,0,0,0,0,Optimized,1,95,0,0,0,0,2,18,1,0,0,0,0,0,0,0,Run,Injecting,0,Thermoking,NULL,NA,2,2,0,0,0
106,ZGRU980409-1,Madurador,0,"Sin Informacion","2023-04-17 15:27:36","2023-04-17 15:59:00",16,1,139,12,-11.5495,-77.275,"2023-05-09 18:42:26",19,19,19.2,0,0,0,0,0,0,0,0,0,97,0,0,0,0,0,0,0,0,25.4,0,0,0,0,0,0,0,0,0,19,19,0,0,0,0,0,0,0,Optimized,1,65,0,0,0,0,1,18,1,0,0,0,0,0,0,0,Pause,"Not Injecting",24,Thermoking,NULL,NA,2,2,0,0,0
107,ZGRU980324-3,Madurador,0,"Sin Informacion","2023-04-17 15:28:26","2023-04-17 15:55:25",16,1,131,4,21.8543,-100.894,"2023-05-13 12:52:24",4,4,4,0,0,0,0,0,0,0,0,0,4,4,0,0,0,0,0,0,0,4,4,0,0,0,0,0,0,0,0,4,4,0,0,0,0,0,0,0,Optimized,1,4,0,0,0,4,4,18,1,0,0,0,0,0,0,4,Run,Injecting,12,Thermoking,NULL,NA,2,2,0,0,0
108,NULL,Reefer,0,"Sin Informacion","2023-04-17 15:29:46","2023-04-17 15:38:02",16,1,NULL,0,NULL,NULL,"2023-04-17 15:29:46",0,NULL,0,0,NULL,NULL,NULL,0,NULL,NULL,NULL,NULL,0,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NA,1,1,0,0,0
109,ZGRU481346-8,Madurador,0,"Sin Informacion","2023-04-17 15:30:38","2023-04-17 16:05:31",16,1,134,20,-11.5495,-77.275,"2023-05-13 12:53:59",22.9,22.9,23.4,0,0,0,0,0,0,0,0,0,84,0,0,0,0,0,0,0,0,25.3,0,0,0,0,0,0,0,0,0,22.9,22.9,0,0,0,0,0,0,0,Optimized,1,95,0,0,0,0,2,18,1,0,0,0,0,0,0,0,Run,Injecting,0,Thermoking,NULL,NA,2,2,0,0,0
110,ZGRU980324-3,Madurador,0,"Sin Informacion","2023-04-17 15:32:03","2023-04-17 15:55:19",16,1,131,4,21.8543,-100.894,"2023-05-13 12:52:24",4,4,4,0,0,0,0,0,0,0,0,0,4,4,0,0,0,0,0,0,0,4,4,0,0,0,0,0,0,0,0,4,4,0,0,0,0,0,0,0,Optimized,1,4,0,0,0,4,4,18,1,0,0,0,0,0,0,4,Run,Injecting,12,Thermoking,NULL,NA,2,2,0,0,0
111,ZGRU980364-4,Madurador,0,"Sin Informacion","2023-04-17 15:33:08","2023-04-17 16:00:54",16,1,136,20,-11.5495,-77.275,"2023-05-13 12:54:12",22.6,22.6,22.8,0,0,0,0,0,0,0,0,0,84,0,0,0,0,0,0,0,0,25.4,76.8,0,0,0,0,0,0,0,0,22.6,22.6,0,0,0,0,0,0,0,Optimized,1,95,0,0,0,0,0,18,1,0,0,0,0,0,0,0,Reset,"Not Injecting",24,Thermoking,NULL,NA,2,2,0,0,0
112,ZGRU980409-1,Madurador,0,"Sin Informacion","2023-04-17 15:37:57","2023-04-17 15:50:35",16,1,139,12,-11.5495,-77.275,"2023-05-09 18:42:26",19,19,19.2,0,0,0,0,0,0,0,0,0,97,0,0,0,0,0,0,0,0,25.4,0,0,0,0,0,0,0,0,0,19,19,0,0,0,0,0,0,0,Optimized,1,65,0,0,0,0,1,18,1,0,0,0,0,0,0,0,Pause,"Not Injecting",24,Thermoking,NULL,NA,2,2,0,0,0
113,ZGRU980324-3,Madurador,0,"Sin Informacion","2023-04-17 15:38:09","2023-04-17 15:54:09",16,1,131,4,21.8543,-100.894,"2023-05-13 12:52:24",4,4,4,0,0,0,0,0,0,0,0,0,4,4,0,0,0,0,0,0,0,4,4,0,0,0,0,0,0,0,0,4,4,0,0,0,0,0,0,0,Optimized,1,4,0,0,0,4,4,18,1,0,0,0,0,0,0,4,Run,Injecting,12,Thermoking,NULL,NA,2,2,0,0,0
114,ZGRU980324-3,Madurador,0,"Sin Informacion","2023-04-17 15:39:25","2023-04-17 15:55:12",16,1,131,4,21.8543,-100.894,"2023-05-13 12:52:24",4,4,4,0,0,0,0,0,0,0,0,0,4,4,0,0,0,0,0,0,0,4,4,0,0,0,0,0,0,0,0,4,4,0,0,0,0,0,0,0,Optimized,1,4,0,0,0,4,4,18,1,0,0,0,0,0,0,4,Run,Injecting,12,Thermoking,NULL,NA,2,2,0,0,0
115,ZGRU481053-5,Madurador,0,"Sin Informacion","2023-04-17 15:39:50","2023-04-17 16:02:46",16,1,133,20,-11.5495,-77.275,"2023-05-13 11:43:00",22,22,22.2,0,0,0,0,0,0,0,0,0,88,0,0,0,0,0,0,0,0,25.3,0,0,0,0,0,0,0,0,0,22,22,0,0,0,0,0,0,0,Optimized,1,95,0,0,0,0,1,18,1,0,0,0,0,0,0,0,Pause,"Not Injecting",24,Thermoking,NULL,NA,2,2,0,0,0
116,ZGRU980324-3,Madurador,0,"Sin Informacion","2023-04-17 15:40:41","2023-04-17 15:55:05",16,1,131,4,21.8543,-100.894,"2023-05-13 12:52:24",4,4,4,0,0,0,0,0,0,0,0,0,4,4,0,0,0,0,0,0,0,4,4,0,0,0,0,0,0,0,0,4,4,0,0,0,0,0,0,0,Optimized,1,4,0,0,0,4,4,18,1,0,0,0,0,0,0,4,Run,Injecting,12,Thermoking,NULL,NA,2,2,0,0,0
117,ZGRU573060-4,Madurador,1,"Sin Informacion","2023-04-17 15:40:49","2023-04-17 15:40:49",16,1,142,20,-11.5495,-77.275,"2023-05-13 12:55:52",23,23,23.1,0,0,0,0,0,0,0,0,0,86,0,0,0,0,0,0,0,0,25.4,20.7,0,0,0,0,0,0,0,0,23,23,0,0,0,0,0,0,0,Optimized,1,65,0,0,0,0,0,18,1,0,0,0,0,0,0,0,Run,Injecting,0,Thermoking,NULL,NA,2,2,0,0,0
118,ZGRU481346-8,Madurador,1,"Sin Informacion","2023-04-17 15:41:05","2023-04-17 15:41:05",16,1,134,20,-11.5495,-77.275,"2023-05-13 12:53:59",22.9,22.9,23.4,0,0,0,0,0,0,0,0,0,84,0,0,0,0,0,0,0,0,25.3,0,0,0,0,0,0,0,0,0,22.9,22.9,0,0,0,0,0,0,0,Optimized,1,95,0,0,0,0,2,18,1,0,0,0,0,0,0,0,Run,Injecting,0,Thermoking,NULL,NA,2,2,0,0,0
119,ZGRU560248-1,Madurador,0,"Sin Informacion","2023-04-17 15:41:52","2023-04-17 16:05:35",16,1,144,0,-11.5495,-77.275,"2023-05-13 12:53:58",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,Optimized,1,0,0,0,0,0,0,18,1,0,0,0,0,0,0,0,Run,Injecting,0,Thermoking,NULL,NA,2,2,0,0,0
120,ZGRU980390-0,Madurador,1,"Sin Informacion","2023-04-17 15:43:05","2023-04-17 15:43:05",16,1,135,20,-11.5495,-77.275,"2023-05-13 12:55:07",22.4,22.4,22.7,0,0,0,0,0,0,0,0,0,97,0,0,0,0,0,0,0,0,25.4,20.6,0,0,0,0,0,0,0,0,22.4,22.4,0,0,0,0,0,0,0,Optimized,1,65,0,0,0,0,0,18,1,0,0,0,0,0,0,0,Reset,"Not Injecting",24,Thermoking,NULL,NA,2,2,0,0,0
121,ZGRU980324-3,Madurador,0,"Sin Informacion","2023-04-17 15:43:12","2023-04-17 15:56:21",16,1,131,4,21.8543,-100.894,"2023-05-13 12:52:24",4,4,4,0,0,0,0,0,0,0,0,0,4,4,0,0,0,0,0,0,0,4,4,0,0,0,0,0,0,0,0,4,4,0,0,0,0,0,0,0,Optimized,1,4,0,0,0,4,4,18,1,0,0,0,0,0,0,4,Run,Injecting,12,Thermoking,NULL,NA,2,2,0,0,0
122,ZGRU980364-4,Madurador,0,"Sin Informacion","2023-04-17 15:43:25","2023-04-17 15:57:29",16,1,136,20,-11.5495,-77.275,"2023-05-13 12:54:12",22.6,22.6,22.8,0,0,0,0,0,0,0,0,0,84,0,0,0,0,0,0,0,0,25.4,76.8,0,0,0,0,0,0,0,0,22.6,22.6,0,0,0,0,0,0,0,Optimized,1,95,0,0,0,0,0,18,1,0,0,0,0,0,0,0,Reset,"Not Injecting",24,Thermoking,NULL,NA,2,2,0,0,0
123,ZGRU980324-3,Madurador,0,"Sin Informacion","2023-04-17 15:46:59","2023-04-17 15:50:54",16,1,131,4,21.8543,-100.894,"2023-05-13 12:52:24",4,4,4,0,0,0,0,0,0,0,0,0,4,4,0,0,0,0,0,0,0,4,4,0,0,0,0,0,0,0,0,4,4,0,0,0,0,0,0,0,Optimized,1,4,0,0,0,4,4,18,1,0,0,0,0,0,0,4,Run,Injecting,12,Thermoking,NULL,NA,2,2,0,0,0
124,ZGRU980409-1,Madurador,0,"Sin Informacion","2023-04-17 15:48:16","2023-04-17 15:50:29",16,1,139,12,-11.5495,-77.275,"2023-05-09 18:42:26",19,19,19.2,0,0,0,0,0,0,0,0,0,97,0,0,0,0,0,0,0,0,25.4,0,0,0,0,0,0,0,0,0,19,19,0,0,0,0,0,0,0,Optimized,1,65,0,0,0,0,1,18,1,0,0,0,0,0,0,0,Pause,"Not Injecting",24,Thermoking,NULL,NA,2,2,0,0,0
125,PROBAR,Reefer,0,"Sin Informacion","2023-04-17 16:45:27","2023-04-17 17:26:34",16,1,217,-25,-11.9803,-77.1226,"2023-04-17 16:47:27",-29.4,NULL,-24.9,0,NULL,NULL,NULL,24,-3277,-3277,-3277,-3277,62,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,0,NULL,1,OPTIMIZED,NULL,NULL,NULL,NULL,NULL,NULL,NULL,18,6,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,0,NA,1,1,0,0,0
126,ZGRU488256-1,Madurador,1,"Sin Informacion","2023-04-17 18:34:31","2023-04-17 18:34:31",16,1,218,0,-11.5495,-77.275,"2023-05-13 12:54:20",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,18.7,51.2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,Optimized,1,0,0,0,0,0,0,18,1,0,0,0,0,0,0,0,Reset,"Not Injecting",8,Thermoking,NULL,NA,2,2,0,0,0
127,ZGRU6754503,Madurador,1,"CENCOSUD SANTA ANITA","2023-04-17 19:36:02","2024-04-04 09:30:02",17,1,219,10,-11.9803,-77.1226,"2024-07-19 15:25:33",9.9,-3277,11.7,11.7,37.7,66.4,-3277,23.2,0,-38.5,-38.5,-38.5,84,32766,3276.6,3276.6,451,60,4.7,4.5,4.4,25.4,3276.6,30,1,0,31817.2,10493.5,0,3276.6,3276.6,10,11.7,41.41,0,0.81,3.41,0,17,1,1,0,254,0,32766,3276.6,3276.6,3276.6,18,6,0,0,255,255,255,255,0,0,0,0,THERMOKING,0,NA,2,2,0,0,0
128,ZGRU980235-5,Madurador,1,"Sin Informacion","2023-04-17 22:25:45","2023-04-17 22:25:45",16,1,220,20,-11.5495,-77.275,"2023-05-13 11:43:09",21.9,21.9,21.9,0,0,0,0,0,0,0,0,0,97,0,0,0,0,0,0,0,0,25.4,20.7,0,0,0,0,0,0,0,0,21.9,21.9,0,0,0,0,0,0,0,Optimized,1,95,0,0,0,0,0,18,1,0,0,0,0,0,0,0,Reset,"Not Injecting",22,Thermoking,NULL,NA,2,2,0,0,0
129,NULL,Reefer,0,"Sin Informacion","2023-04-18 00:18:52","2023-04-18 09:49:02",16,1,NULL,0,NULL,NULL,"2023-04-18 00:18:52",0,NULL,0,0,NULL,NULL,NULL,0,NULL,NULL,NULL,NULL,0,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NA,1,1,0,0,0
130,NULL,Reefer,0,"Sin Informacion","2023-04-18 01:11:23","2023-04-18 09:48:57",16,1,NULL,0,NULL,NULL,"2023-04-18 01:11:23",0,NULL,0,0,NULL,NULL,NULL,0,NULL,NULL,NULL,NULL,0,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NA,1,1,0,0,0
131,NULL,Reefer,0,"Sin Informacion","2023-04-19 17:55:50","2023-04-20 10:43:21",16,1,NULL,0,NULL,NULL,"2023-04-19 17:55:50",0,NULL,0,0,NULL,NULL,NULL,0,NULL,NULL,NULL,NULL,0,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NA,1,1,0,0,0
132,NULL,Reefer,0,"Sin Informacion","2023-04-19 18:06:13","2023-04-20 10:43:17",16,1,NULL,0,NULL,NULL,"2023-04-19 18:06:13",0,NULL,0,0,NULL,NULL,NULL,0,NULL,NULL,NULL,NULL,0,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NA,1,1,0,0,0
133,NULL,Reefer,0,"Sin Informacion","2023-04-20 04:19:33","2023-04-20 10:43:12",16,1,NULL,0,NULL,NULL,"2023-04-20 04:19:33",0,NULL,0,0,NULL,NULL,NULL,0,NULL,NULL,NULL,NULL,0,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NA,1,1,0,0,0
134,NULL,Reefer,0,"Sin Informacion","2023-04-20 04:29:56","2023-04-20 10:42:39",16,1,NULL,0,NULL,NULL,"2023-04-20 04:29:56",0,NULL,0,0,NULL,NULL,NULL,0,NULL,NULL,NULL,NULL,0,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NA,1,1,0,0,0
135,NULL,Reefer,0,"Sin Informacion","2023-04-20 05:05:27","2023-04-20 10:42:35",16,1,NULL,0,NULL,NULL,"2023-04-20 05:05:27",0,NULL,0,0,NULL,NULL,NULL,0,NULL,NULL,NULL,NULL,0,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NA,1,1,0,0,0
136,NULL,Reefer,0,"Sin Informacion","2023-04-20 06:01:57","2023-04-20 10:42:30",16,1,NULL,0,NULL,NULL,"2023-04-20 06:01:57",0,NULL,0,0,NULL,NULL,NULL,0,NULL,NULL,NULL,NULL,0,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NA,1,1,0,0,0
